Group1	nGroup1	Group2	nGroup2	nSharedGenes	Enrichment	Disease	TraitType	PermutedPval	PermutedFDR	nFakeClusters
chronic_inflammation_go	45	NonSmall_Cell_Lung_Carcinoma_9	5	0	-Inf	NonSmall_Cell_Lung_Carcinoma	Real	1	1	46216
chronic_inflammation_go	45	NonSmall_Cell_Lung_Carcinoma_1	44	1	-2.50834121911824	NonSmall_Cell_Lung_Carcinoma	Real	0.0727870696929701	0.436722418157821	46216
chronic_inflammation_go	45	NonSmall_Cell_Lung_Carcinoma_7	27	2	-0.803797102644415	NonSmall_Cell_Lung_Carcinoma	Real	0.00372157431248242	0.0297725944998594	46216
chronic_inflammation_go	45	NonSmall_Cell_Lung_Carcinoma_2	39	0	-Inf	NonSmall_Cell_Lung_Carcinoma	Real	1	1	46216
chronic_inflammation_go	45	North_UK_7	11	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_2	14	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_5	12	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_1	14	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_6	11	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_8	9	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_10	5	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_4	12	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_11	5	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_9	6	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	North_UK_3	13	0	-Inf	North_UK	Real	1	1	45034
chronic_inflammation_go	45	Number_of_full_sisters_2	6	0	-Inf	Number_of_full_sisters	Real	1	1	6957
chronic_inflammation_go	45	Number_of_full_sisters_1	7	0	-Inf	Number_of_full_sisters	Real	1	1	6957
chronic_inflammation_go	45	Osteoporosis_1	13	0	-Inf	Osteoporosis	Real	1	1	27015
chronic_inflammation_go	45	Osteoporosis_4	9	0	-Inf	Osteoporosis	Real	1	1	27015
chronic_inflammation_go	45	Osteoporosis_2	12	1	-1.98935275580049	Osteoporosis	Real	0.0360527095054782	0.161385845424933	27015
chronic_inflammation_go	45	Osteoporosis_3	11	1	-1.86382187371663	Osteoporosis	Real	0.0322771690849867	0.161385845424933	27015
chronic_inflammation_go	45	Osteoporosis_5	9	0	-Inf	Osteoporosis	Real	1	1	27015
chronic_inflammation_go	45	Osteoporosis_6	6	1	-0.989352755800492	Osteoporosis	Real	0.00566331063073734	0.033979863784424	27015
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household_1	9	0	-Inf	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household	Real	1	1	13965
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household_3	8	0	-Inf	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household	Real	1	1	13965
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household_2	8	0	-Inf	Own_or_rent_accommodation_lived_in_Own_outright_by_you_or_someone_in_your_household	Real	1	1	13965
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association_1	8	0	-Inf	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association	Real	1	1	13329
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association_3	5	0	-Inf	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association	Real	1	1	13329
chronic_inflammation_go	45	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association_2	5	0	-Inf	Own_or_rent_accommodation_lived_in_Rent_from_local_authority,_local_council,_housing_association	Real	1	1	13329
chronic_inflammation_go	45	Papillary_thyroid_carcinoma_3	5	0	-Inf	Papillary_thyroid_carcinoma	Real	1	1	7339
chronic_inflammation_go	45	Papillary_thyroid_carcinoma_1	9	0	-Inf	Papillary_thyroid_carcinoma	Real	1	1	7339
chronic_inflammation_go	45	Papillary_thyroid_carcinoma_2	6	0	-Inf	Papillary_thyroid_carcinoma	Real	1	1	7339
chronic_inflammation_go	45	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE_2	7	0	-Inf	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE	Real	1	1	4675
chronic_inflammation_go	45	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE_1	9	0	-Inf	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE	Real	1	1	4675
chronic_inflammation_go	45	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE_3	5	0	-Inf	PARKINSON_DISEASE_2_AUTOSOMAL_RECESSIVE_JUVENILE	Real	1	1	4675
chronic_inflammation_go	45	Parkinson_Disease_3	13	0	-Inf	Parkinson_Disease	Real	1	1	31197
chronic_inflammation_go	45	Parkinson_Disease_1	22	1	-2.41212590385894	Parkinson_Disease	Real	0.0386883774600936	0.232130264760562	31197
chronic_inflammation_go	45	Parkinson_Disease_4	13	0	-Inf	Parkinson_Disease	Real	1	1	31197
chronic_inflammation_go	45	Parkinson_Disease_5	10	0	-Inf	Parkinson_Disease	Real	1	1	31197
chronic_inflammation_go	45	Parkinson_Disease_6	8	0	-Inf	Parkinson_Disease	Real	1	1	31197
chronic_inflammation_go	45	Parkinson_Disease_2	16	0	-Inf	Parkinson_Disease	Real	1	1	31197
chronic_inflammation_go	45	Parkinson_Disease_7	7	1	-0.760049207279248	Parkinson_Disease	Real	0.00352586704275915	0.0246810692993141	31197
chronic_inflammation_go	45	Past_tobacco_smoking_8	24	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_11	22	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_3	30	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_12	19	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_1	36	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_9	23	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_10	23	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_4	29	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_7	24	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_13	15	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_5	27	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_16	6	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_6	24	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_15	8	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_14	15	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Past_tobacco_smoking_2	35	0	-Inf	Past_tobacco_smoking	Real	1	1	79440
chronic_inflammation_go	45	Pork_intake_1	7	0	-Inf	Pork_intake	Real	1	1	5796
chronic_inflammation_go	45	Processed_meat_intake_1	12	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Processed_meat_intake_4	9	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Processed_meat_intake_2	11	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Processed_meat_intake_3	10	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Processed_meat_intake_6	6	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Processed_meat_intake_5	6	0	-Inf	Processed_meat_intake	Real	1	1	29656
chronic_inflammation_go	45	Psoriasis_2	9	0	-Inf	Psoriasis	Real	1	1	8336
chronic_inflammation_go	45	Psoriasis_1	10	4	-0.0193653248669311	Psoriasis	Real	0.000239894446443565	0.00047978889288713	8336
chronic_inflammation_go	45	Psoriasis_3	7	4	0.495207847962827	Psoriasis	Real	0.000119947223221782	0.000359841669665347	8336
chronic_inflammation_go	45	Pulmonary_Emphysema_2	7	1	-2.10938345950726	Pulmonary_Emphysema	Real	0.0753880266075388	0.150776053215078	3156
chronic_inflammation_go	45	Pulmonary_Emphysema_1	8	1	-2.30202853744966	Pulmonary_Emphysema	Real	0.0776053215077605	0.150776053215078	3156
chronic_inflammation_go	45	Pulmonary_Emphysema_3	7	2	-1.10938345950726	Pulmonary_Emphysema	Real	0.00253405131453912	0.00760215394361736	3156
chronic_inflammation_go	45	Qualifications_O_levels_GCSEs_or_equivalent_3	8	0	-Inf	Qualifications_O_levels_GCSEs_or_equivalent	Real	1	1	23293
chronic_inflammation_go	45	Qualifications_O_levels_GCSEs_or_equivalent_2	9	0	-Inf	Qualifications_O_levels_GCSEs_or_equivalent	Real	1	1	23293
chronic_inflammation_go	45	Qualifications_O_levels_GCSEs_or_equivalent_1	10	0	-Inf	Qualifications_O_levels_GCSEs_or_equivalent	Real	1	1	23293
chronic_inflammation_go	45	Qualifications_O_levels_GCSEs_or_equivalent_4	7	0	-Inf	Qualifications_O_levels_GCSEs_or_equivalent	Real	1	1	23293
chronic_inflammation_go	45	Qualifications_O_levels_GCSEs_or_equivalent_5	5	0	-Inf	Qualifications_O_levels_GCSEs_or_equivalent	Real	1	1	23293
chronic_inflammation_go	45	Rheumatoid_Arthritis_3	41	4	-0.180520116681511	Rheumatoid_Arthritis	Real	0.00838673015499775	0.0419336507749887	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_5	27	5	0.744072480660466	Rheumatoid_Arthritis	Real	0.000979758195677307	0.00881782376109576	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_9	18	2	0.00710688649425987	Rheumatoid_Arthritis	Real	0.00532988458448455	0.0319793075069073	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_4	38	5	0.251032469380349	Rheumatoid_Arthritis	Real	0.00366429565183313	0.0256500695628319	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_8	22	0	-Inf	Rheumatoid_Arthritis	Real	1	1	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_6	25	2	-0.466824301838152	Rheumatoid_Arthritis	Real	0.0144024454764564	0.0576097819058256	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_2	41	11	1.27891150195579	Rheumatoid_Arthritis	Real	0.000215546803049007	0.00237101483353908	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_1	55	1	-2.60432782558809	Rheumatoid_Arthritis	Real	0.0939980012932808	0.281994003879842	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_7	22	0	-Inf	Rheumatoid_Arthritis	Real	1	1	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_12	5	1	0.85510379304921	Rheumatoid_Arthritis	Real	0.000881782376109576	0.00881782376109576	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_11	6	1	0.592069387215416	Rheumatoid_Arthritis	Real	0.00156761311308369	0.0125409049046695	51032
chronic_inflammation_go	45	Rheumatoid_Arthritis_10	7	3	1.95463946660012	Rheumatoid_Arthritis	Real	5.87854917406384e-05	0.000705425900887661	51032
chronic_inflammation_go	45	Right_Hand_Phone_1	5	0	-Inf	Right_Hand_Phone	Real	1	1	6350
chronic_inflammation_go	45	Salad_raw_vegetable_intake_5	14	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_1	28	1	-1.72177919035153	Salad_raw_vegetable_intake	Real	0.0266883931913769	0.266883931913769	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_2	26	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_4	17	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_10	8	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_6	13	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_7	12	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_3	23	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_8	11	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Salad_raw_vegetable_intake_9	9	0	-Inf	Salad_raw_vegetable_intake	Real	1	1	45412
chronic_inflammation_go	45	Small_cell_carcinoma_of_lung_5	5	0	-Inf	Small_cell_carcinoma_of_lung	Real	1	1	15271
chronic_inflammation_go	45	Small_cell_carcinoma_of_lung_1	8	0	-Inf	Small_cell_carcinoma_of_lung	Real	1	1	15271
chronic_inflammation_go	45	Small_cell_carcinoma_of_lung_4	5	0	-Inf	Small_cell_carcinoma_of_lung	Real	1	1	15271
chronic_inflammation_go	45	Small_cell_carcinoma_of_lung_3	6	0	-Inf	Small_cell_carcinoma_of_lung	Real	1	1	15271
chronic_inflammation_go	45	Small_cell_carcinoma_of_lung_2	6	0	-Inf	Small_cell_carcinoma_of_lung	Real	1	1	15271
chronic_inflammation_go	45	Smoking_status_Never_12	31	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_2	54	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_10	37	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_7	42	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_15	21	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_9	38	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_17	11	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_13	31	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_4	45	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_3	48	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_8	41	1	-0.427340334774946	Smoking_status_Never	Real	0.0443870335519649	0.843353637487333	89800
chronic_inflammation_go	45	Smoking_status_Never_1	72	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_5	45	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_14	27	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_11	36	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_16	17	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_6	43	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_18	8	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Smoking_status_Never_19	5	0	-Inf	Smoking_status_Never	Real	1	1	89800
chronic_inflammation_go	45	Spread_type_Butter_spreadable_butter_1	9	0	-Inf	Spread_type_Butter_spreadable_butter	Real	1	1	15618
chronic_inflammation_go	45	Spread_type_Butter_spreadable_butter_3	6	0	-Inf	Spread_type_Butter_spreadable_butter	Real	1	1	15618
chronic_inflammation_go	45	Spread_type_Butter_spreadable_butter_2	7	0	-Inf	Spread_type_Butter_spreadable_butter	Real	1	1	15618
chronic_inflammation_go	45	Spread_type_Butter_spreadable_butter_5	5	0	-Inf	Spread_type_Butter_spreadable_butter	Real	1	1	15618
chronic_inflammation_go	45	Spread_type_Butter_spreadable_butter_4	6	0	-Inf	Spread_type_Butter_spreadable_butter	Real	1	1	15618
chronic_inflammation_go	45	Squamous_cell_carcinoma_of_lung_1	6	0	-Inf	Squamous_cell_carcinoma_of_lung	Real	1	1	1407
chronic_inflammation_go	45	Tea_intake_3	22	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_7	12	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_10	11	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_5	16	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_11	9	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_2	23	1	-0.633872101202103	Tea_intake	Real	0.0279230204935304	0.362999266415895	64068
chronic_inflammation_go	45	Tea_intake_4	18	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_8	12	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_6	12	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_1	28	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_9	12	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_12	8	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Tea_intake_13	7	0	-Inf	Tea_intake	Real	1	1	64068
chronic_inflammation_go	45	Time_spent_driving_1	5	0	-Inf	Time_spent_driving	Real	1	1	3918
chronic_inflammation_go	45	Time_spent_driving_2	5	0	-Inf	Time_spent_driving	Real	1	1	3918
chronic_inflammation_go	45	Time_spent_using_computer_10	18	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_1	49	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_2	44	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_5	34	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_4	35	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_7	28	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_6	30	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_3	41	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_12	10	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_11	18	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_9	26	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_8	27	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_using_computer_13	8	0	-Inf	Time_spent_using_computer	Real	1	1	81912
chronic_inflammation_go	45	Time_spent_watching_television_TV_14	30	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_19	6	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_3	73	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_16	28	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_2	113	1	-1.4563848927176	Time_spent_watching_television_TV	Real	0.120136081152347	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_8	62	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_12	41	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_11	45	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_15	28	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_5	66	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_4	72	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_1	134	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_10	45	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_13	40	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_7	63	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_9	60	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_6	64	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_18	22	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Time_spent_watching_television_TV_17	28	0	-Inf	Time_spent_watching_television_TV	Real	1	1	96706
chronic_inflammation_go	45	Types_of_transport_used_excluding_work_Car_motor_vehicle_1	5	0	-Inf	Types_of_transport_used_excluding_work_Car_motor_vehicle	Real	1	1	3296
chronic_inflammation_go	45	Ulcerative_Colitis_2	11	4	0.26788380549519	Ulcerative_Colitis	Real	0.00211432454881824	0.0105716227440912	13242
chronic_inflammation_go	45	Ulcerative_Colitis_1	20	3	-1.00965017003372	Ulcerative_Colitis	Real	0.0626746205542551	0.188023861662765	13242
chronic_inflammation_go	45	Ulcerative_Colitis_6	5	1	-0.594612670754875	Ulcerative_Colitis	Real	0.0246167786755267	0.0984671147021068	13242
chronic_inflammation_go	45	Ulcerative_Colitis_4	7	0	-Inf	Ulcerative_Colitis	Real	1	1	13242
chronic_inflammation_go	45	Ulcerative_Colitis_3	9	4	0.557390422690174	Ulcerative_Colitis	Real	0.00120818545646757	0.00724911273880541	13242
chronic_inflammation_go	45	Ulcerative_Colitis_5	6	0	-Inf	Ulcerative_Colitis	Real	1	1	13242
chronic_inflammation_go	45	Use_of_sun_uv_protection_6	20	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_12	8	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_2	25	1	-0.973317957347495	Use_of_sun_uv_protection	Real	0.0437939530406122	0.569321389527959	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_8	14	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_3	23	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_1	28	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_7	16	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_9	12	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_4	23	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_5	22	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_11	10	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_10	10	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Use_of_sun_uv_protection_13	5	0	-Inf	Use_of_sun_uv_protection	Real	1	1	61286
chronic_inflammation_go	45	Weekly_usage_of_mobile_phone_in_last_3_months_2	7	0	-Inf	Weekly_usage_of_mobile_phone_in_last_3_months	Real	1	1	3981
chronic_inflammation_go	45	Weekly_usage_of_mobile_phone_in_last_3_months_3	6	0	-Inf	Weekly_usage_of_mobile_phone_in_last_3_months	Real	1	1	3981
chronic_inflammation_go	45	Weekly_usage_of_mobile_phone_in_last_3_months_1	16	0	-Inf	Weekly_usage_of_mobile_phone_in_last_3_months	Real	1	1	3981
